employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
48665,Technology,region_5,Bachelor's,m,other,1,33,3.0,4,0,82,0
39544,Operations,region_11,Bachelor's,m,other,1,27,5.0,2,0,58,0
35682,HR,region_22,Master's & above,m,other,1,37,5.0,9,0,46,0
45026,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,2.0,3,0,50,0
45269,Operations,region_22,Master's & above,f,sourcing,1,46,3.0,4,0,60,1
31701,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,29,5.0,7,0,49,0
58610,Procurement,region_22,Master's & above,f,other,1,47,3.0,17,0,67,0
14,Operations,region_2,Bachelor's,f,sourcing,2,38,5.0,8,0,60,0
32078,Procurement,region_13,Bachelor's,f,other,1,37,1.0,6,0,65,0
75602,Procurement,region_5,Bachelor's,m,other,1,29,3.0,2,0,69,0
8260,Technology,region_31,Bachelor's,f,sourcing,1,35,3.0,3,0,79,0
4265,Sales & Marketing,region_14,Bachelor's,m,other,1,37,5.0,4,0,51,0
59878,Operations,region_11,Master's & above,m,other,1,50,3.0,2,0,57,0
48969,Operations,region_2,Bachelor's,f,sourcing,1,35,2.0,9,0,59,0
11661,Operations,region_16,Master's & above,f,other,1,32,3.0,3,0,61,0
66067,Sales & Marketing,region_11,Master's & above,m,other,1,57,3.0,30,0,44,0
14159,Procurement,region_2,Master's & above,m,other,1,60,2.0,5,0,68,0
35279,Operations,region_4,Master's & above,m,sourcing,1,39,2.0,9,0,63,0
2666,Operations,region_25,Bachelor's,m,sourcing,1,34,1.0,5,0,57,0
2302,Operations,region_22,Bachelor's,f,other,1,31,3.0,4,0,59,1
38036,Operations,region_6,Bachelor's,f,sourcing,1,29,4.0,4,0,57,0
73604,Operations,region_22,Master's & above,f,sourcing,2,34,3.0,6,0,57,1
36254,Analytics,region_26,Bachelor's,m,other,1,43,4.0,3,0,86,0
49601,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,33,1.0,3,0,54,0
67531,Sales & Marketing,region_11,Bachelor's,m,other,1,51,5.0,23,0,50,0
40633,Technology,region_24,Bachelor's,f,other,1,29,1.0,7,0,84,0
45848,Analytics,region_29,Bachelor's,m,other,1,29,2.0,8,0,85,0
12273,Operations,region_7,Master's & above,m,sourcing,1,39,5.0,11,0,64,0
56340,Sales & Marketing,region_31,Master's & above,m,other,2,46,1.0,5,0,51,0
71773,Sales & Marketing,region_32,Bachelor's,m,other,1,28,3.0,3,0,52,0
10696,Sales & Marketing,region_7,Bachelor's,m,other,1,43,4.0,9,0,48,0
55320,Sales & Marketing,region_19,Bachelor's,m,other,2,32,1.0,5,0,48,0
10115,Operations,region_32,Bachelor's,m,other,1,41,5.0,7,0,62,0
67975,Operations,region_15,Bachelor's,m,other,1,42,5.0,5,0,61,0
31290,Analytics,region_7,Bachelor's,m,sourcing,1,40,5.0,8,0,82,0
68705,Operations,region_22,Bachelor's,f,other,2,35,5.0,9,0,63,0
32122,Technology,region_2,Bachelor's,m,other,1,29,4.0,8,0,82,0
63941,Procurement,region_7,Master's & above,m,other,1,43,3.0,14,0,67,0
52292,Technology,region_21,Bachelor's,m,other,1,32,1.0,4,0,79,0
35728,Technology,region_32,Bachelor's,f,other,1,28,1.0,1,0,81,0
70023,Technology,region_5,Bachelor's,m,other,1,36,5.0,8,0,83,0
609,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,40,1.0,12,0,48,0
29969,HR,region_22,Bachelor's,f,other,1,29,3.0,4,0,49,0
14817,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,29,3.0,5,0,46,0
61892,Sales & Marketing,region_25,Master's & above,m,other,1,33,5.0,5,0,46,0
76165,Legal,region_2,Bachelor's,m,other,1,40,3.0,2,0,63,0
5127,Analytics,region_11,Bachelor's,m,sourcing,1,26,5.0,2,0,78,0
62196,Sales & Marketing,region_4,Bachelor's,m,other,1,33,5.0,7,0,51,0
37242,Procurement,region_2,Master's & above,f,other,1,54,4.0,15,0,66,0
49481,Operations,region_2,Bachelor's,f,other,2,39,4.0,3,0,60,0
41199,Sales & Marketing,region_23,Master's & above,f,other,1,36,4.0,10,0,53,0
54490,Analytics,region_7,Bachelor's,m,other,2,30,5.0,4,0,84,1
75825,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,34,1.0,7,0,51,0
32492,Operations,region_22,Bachelor's,m,other,1,30,3.0,3,0,62,0
9905,Operations,region_30,Bachelor's,m,sourcing,1,28,3.0,6,0,61,0
44259,Analytics,region_22,Master's & above,m,sourcing,1,28,3.0,4,0,86,0
37854,Procurement,region_13,Bachelor's,f,sourcing,1,33,3.0,10,0,69,0
43559,Technology,region_2,Bachelor's,m,sourcing,1,29,3.0,5,0,77,0
59927,Operations,region_15,Bachelor's,m,other,1,29,4.0,3,0,59,0
16708,HR,region_32,Bachelor's,m,sourcing,1,33,4.0,9,0,51,0
49129,Analytics,region_28,Bachelor's,m,other,2,31,3.0,3,0,83,0
49992,Technology,region_4,Bachelor's,m,other,1,29,3.0,3,0,95,1
31712,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,5.0,8,0,52,0
38300,Sales & Marketing,region_28,Master's & above,m,sourcing,3,31,1.0,7,0,50,0
42564,Operations,region_2,Master's & above,m,sourcing,1,37,5.0,2,0,60,0
20828,Technology,region_5,Bachelor's,m,sourcing,1,40,3.0,11,0,74,0
14830,HR,region_2,Bachelor's,m,sourcing,1,30,4.0,6,0,50,0
5301,Technology,region_7,Bachelor's,f,other,1,40,1.0,10,0,79,0
20410,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,40,5.0,12,0,50,1
53568,Operations,region_13,Bachelor's,m,other,2,26,2.0,6,0,61,0
49897,HR,region_2,Bachelor's,m,other,1,60,1.0,16,0,54,0
16328,Analytics,region_22,Bachelor's,m,sourcing,1,26,4.0,3,0,81,0
67616,Sales & Marketing,region_22,Bachelor's,m,other,1,28,4.0,4,0,47,1
40667,Procurement,region_2,Master's & above,m,sourcing,1,46,2.0,12,0,70,0
65742,Finance,region_26,Bachelor's,m,other,1,30,4.0,7,0,60,0
29868,Sales & Marketing,region_23,Master's & above,m,sourcing,2,34,5.0,8,0,49,0
14398,Sales & Marketing,region_7,Bachelor's,f,other,1,30,3.0,2,0,59,1
41524,Technology,region_11,Master's & above,m,other,1,41,1.0,6,0,80,0
24310,Sales & Marketing,region_28,Bachelor's,f,other,1,29,1.0,6,0,48,0
50437,Finance,region_2,Bachelor's,m,other,2,35,3.0,3,0,60,0
75960,Sales & Marketing,region_2,Bachelor's,f,other,1,37,5.0,4,0,48,0
47413,Technology,region_2,Bachelor's,m,other,1,40,3.0,10,0,82,0
61803,R&D,region_22,Master's & above,m,sourcing,2,35,4.0,7,0,81,0
70011,HR,region_2,Master's & above,m,sourcing,1,53,5.0,17,0,49,0
63017,Analytics,region_2,Master's & above,m,other,1,20,3.0,2,0,89,0
24120,R&D,region_2,Master's & above,m,sourcing,1,34,3.0,3,0,86,0
42784,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,33,2.0,8,0,52,0
8947,R&D,region_26,Bachelor's,m,sourcing,4,41,4.0,12,0,84,0
44904,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,4.0,12,0,52,0
23159,Sales & Marketing,region_10,Master's & above,m,other,1,31,1.0,4,0,52,0
963,Sales & Marketing,region_2,Master's & above,m,referred,1,32,3.0,4,0,51,0
41132,Procurement,region_17,Master's & above,m,sourcing,1,43,3.0,5,0,70,0
67638,Sales & Marketing,region_7,Master's & above,m,sourcing,1,41,2.0,9,0,49,0
53474,Sales & Marketing,region_22,Master's & above,m,other,1,40,5.0,5,0,51,0
15084,Finance,region_2,Bachelor's,f,sourcing,1,43,4.0,13,0,62,0
7565,Sales & Marketing,region_27,Master's & above,m,sourcing,1,44,5.0,16,0,50,0
44182,HR,region_2,Master's & above,f,other,1,53,4.0,12,0,46,0
23128,Technology,region_2,Bachelor's,f,other,1,30,3.0,2,0,77,1
62897,Sales & Marketing,region_20,Bachelor's,m,other,1,27,5.0,4,0,52,0
76444,Operations,region_28,Master's & above,m,sourcing,1,32,4.0,6,0,61,0
11906,Sales & Marketing,region_15,Bachelor's,f,other,1,34,3.0,7,0,46,0
14856,R&D,region_22,Master's & above,m,sourcing,1,32,3.0,1,0,80,0
71916,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,29,3.0,6,1,88,1
44194,Operations,region_29,Bachelor's,m,other,1,29,3.0,3,0,60,0
73618,HR,region_2,Master's & above,m,sourcing,2,43,5.0,13,0,51,0
7023,Analytics,region_15,Bachelor's,m,other,1,33,3.0,5,0,90,0
1272,Procurement,region_4,Master's & above,m,other,1,39,3.0,9,0,67,0
73429,Technology,region_26,Bachelor's,m,other,1,32,1.0,5,0,78,0
64575,Sales & Marketing,region_15,Bachelor's,m,other,1,32,2.0,8,0,53,0
58632,R&D,region_7,Bachelor's,m,other,2,30,3.0,8,0,88,0
30960,Procurement,region_26,Bachelor's,m,other,1,25,2.0,1,0,73,0
62677,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,33,4.0,6,0,57,0
2150,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,45,1.0,6,0,52,0
70569,Sales & Marketing,region_7,Master's & above,m,other,2,36,1.0,3,0,46,0
53914,Sales & Marketing,region_10,Master's & above,m,other,1,36,1.0,10,0,48,0
1044,Technology,region_7,Bachelor's,f,sourcing,1,48,3.0,3,0,78,0
16746,Sales & Marketing,region_22,Master's & above,f,other,2,32,4.0,7,1,48,0
53744,Technology,region_26,Bachelor's,f,other,1,32,2.0,3,0,79,0
10682,Procurement,region_10,Master's & above,f,sourcing,1,36,5.0,7,0,68,0
65080,Technology,region_13,Bachelor's,f,sourcing,1,33,1.0,8,0,77,0
66115,Operations,region_22,Bachelor's,m,sourcing,1,30,3.0,7,0,55,0
74612,Operations,region_15,Bachelor's,f,other,2,30,4.0,7,0,55,0
63125,Technology,region_20,Bachelor's,m,other,1,31,1.0,3,0,83,0
61560,HR,region_10,Master's & above,m,sourcing,1,34,3.0,7,0,53,0
12821,Technology,region_4,Bachelor's,f,other,1,37,4.0,5,0,80,0
48895,Operations,region_22,Bachelor's,m,other,2,34,5.0,2,0,61,0
5252,Operations,region_2,Master's & above,f,other,1,46,3.0,7,0,57,0
1715,Operations,region_22,Bachelor's,f,other,1,28,1.0,5,0,57,0
34723,Procurement,region_22,Master's & above,m,sourcing,1,36,3.0,10,0,71,0
29515,Sales & Marketing,region_15,Master's & above,m,other,1,48,1.0,19,0,48,0
21907,Sales & Marketing,region_15,Master's & above,m,other,1,37,3.0,5,0,50,0
44759,Legal,region_27,Bachelor's,m,other,1,27,5.0,2,1,66,1
53092,Technology,region_2,Bachelor's,m,referred,1,47,3.0,7,0,79,0
70270,Operations,region_22,Bachelor's,f,sourcing,1,50,3.0,6,0,60,0
54955,Technology,region_13,Bachelor's,f,other,1,29,4.0,5,0,76,0
24119,Technology,region_22,Master's & above,m,other,1,38,4.0,10,0,76,0
58730,Analytics,region_22,Bachelor's,m,other,1,26,4.0,3,0,83,0
60507,Operations,region_2,Master's & above,m,sourcing,3,44,4.0,14,0,61,1
25196,Technology,region_2,Bachelor's,m,sourcing,1,52,2.0,12,0,75,0
47627,Procurement,region_24,Bachelor's,f,other,1,31,2.0,1,0,70,0
71417,Sales & Marketing,region_30,Bachelor's,m,other,1,36,1.0,10,0,55,0
50020,Sales & Marketing,region_9,Master's & above,m,sourcing,1,32,3.0,4,0,50,0
26585,Technology,region_22,Bachelor's,m,other,1,27,5.0,3,0,83,0
3776,Technology,region_20,Bachelor's,f,other,1,33,1.0,8,0,81,0
58675,Sales & Marketing,region_7,Master's & above,m,other,1,51,4.0,7,0,52,0
61727,Finance,region_7,Bachelor's,f,sourcing,1,26,3.0,2,0,61,0
35760,Procurement,region_22,Bachelor's,f,sourcing,1,33,3.0,9,0,70,0
63261,Operations,region_31,Bachelor's,m,sourcing,3,27,5.0,3,0,56,1
58866,Technology,region_27,Bachelor's,f,sourcing,1,31,5.0,6,0,78,0
5409,Sales & Marketing,region_22,Bachelor's,m,other,1,31,1.0,4,0,48,0
9245,Technology,region_33,Master's & above,m,other,1,45,3.0,6,0,76,0
70633,Operations,region_27,Master's & above,m,other,1,49,2.0,16,0,59,0
47424,Technology,region_2,Bachelor's,f,sourcing,2,27,3.0,2,0,79,0
45653,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,27,3.0,8,0,48,1
51055,Technology,region_22,Master's & above,m,other,1,51,3.0,14,0,79,0
39478,Operations,region_22,Bachelor's,f,sourcing,1,28,5.0,5,0,61,0
62229,Technology,region_7,Bachelor's,f,other,1,47,3.0,13,0,80,0
4011,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,52,2.0,2,0,48,0
12230,Sales & Marketing,region_11,Bachelor's,m,other,1,31,3.0,8,0,50,0
54987,Technology,region_21,Master's & above,m,sourcing,2,35,4.0,3,0,82,1
47442,Finance,region_26,Bachelor's,f,sourcing,1,31,4.0,4,0,54,0
41433,Analytics,region_28,Bachelor's,m,sourcing,1,29,3.0,2,0,85,0
5132,Operations,region_2,Bachelor's,m,sourcing,4,31,3.0,6,0,59,0
6844,Sales & Marketing,region_25,Bachelor's,m,other,1,36,3.0,5,0,52,0
30148,Procurement,region_22,Bachelor's,f,other,1,30,5.0,4,0,84,1
22501,Procurement,region_7,Master's & above,f,sourcing,2,38,4.0,10,0,74,0
11297,Procurement,region_22,Master's & above,m,sourcing,1,32,3.0,6,0,72,0
53385,Procurement,region_22,Master's & above,f,other,1,34,3.0,3,0,68,0
49313,Operations,region_32,Bachelor's,f,other,1,27,4.0,2,0,65,0
2692,Sales & Marketing,region_11,Bachelor's,m,other,1,30,5.0,3,0,48,1
10974,Procurement,region_2,Bachelor's,m,sourcing,2,55,5.0,6,0,86,1
36705,Operations,region_23,Bachelor's,m,other,1,34,5.0,6,0,59,0
36978,Finance,region_2,Bachelor's,f,other,1,48,5.0,5,0,62,0
15656,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,31,4.0,5,0,46,0
831,Sales & Marketing,region_19,Bachelor's,m,other,1,48,3.0,4,0,47,0
73648,Finance,region_2,Master's & above,m,other,1,32,4.0,3,0,60,0
19383,Operations,region_4,Bachelor's,f,other,1,34,4.0,7,0,67,1
263,Technology,region_14,Bachelor's,m,other,1,48,3.0,11,0,76,0
42020,Operations,region_15,Bachelor's,m,other,1,33,4.0,2,0,64,0
36493,Analytics,region_2,Master's & above,m,other,2,37,3.0,10,0,86,0
21249,Operations,region_22,Master's & above,f,other,2,31,3.0,2,0,62,0
55357,Sales & Marketing,region_25,Bachelor's,m,other,2,29,3.0,5,0,48,0
10647,Technology,region_16,Bachelor's,f,other,1,28,5.0,5,0,84,0
56047,HR,region_7,Bachelor's,m,other,1,43,3.0,2,0,45,0
32444,Analytics,region_7,Bachelor's,m,sourcing,1,32,5.0,10,0,84,0
33885,Analytics,region_7,Bachelor's,m,other,1,28,1.0,2,0,85,0
63158,Technology,region_28,Master's & above,f,other,2,36,5.0,9,0,83,0
10946,Sales & Marketing,region_2,Bachelor's,m,referred,1,38,5.0,5,1,51,0
76220,Sales & Marketing,region_2,Bachelor's,f,referred,1,31,3.0,5,0,49,0
8859,Analytics,region_25,Master's & above,m,sourcing,1,32,3.0,4,0,81,0
10617,Technology,region_31,Master's & above,m,sourcing,1,40,3.0,4,0,75,0
16274,Operations,region_31,Bachelor's,f,sourcing,1,36,3.0,8,0,61,0
44130,Procurement,region_5,Bachelor's,m,sourcing,1,27,3.0,4,0,74,0
76744,Operations,region_4,Master's & above,m,other,1,50,3.0,21,0,60,0
49417,Finance,region_6,Bachelor's,m,other,1,32,5.0,4,0,59,0
64474,Finance,region_26,Bachelor's,m,other,1,29,1.0,6,0,64,0
51196,Procurement,region_2,Master's & above,m,other,1,34,5.0,10,0,74,0
4330,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,31,2.0,3,0,49,0
32580,Analytics,region_7,Master's & above,m,sourcing,1,43,4.0,4,0,85,0
64731,Finance,region_26,Bachelor's,f,other,1,28,5.0,2,0,56,0
62047,Procurement,region_13,Bachelor's,f,sourcing,1,34,3.0,3,0,71,0
52187,Analytics,region_2,Bachelor's,m,other,1,50,5.0,7,0,87,0
16786,Operations,region_27,Bachelor's,f,other,1,35,4.0,2,0,57,0
42711,Finance,region_2,Bachelor's,f,other,1,35,3.0,9,0,61,0
37174,Operations,region_22,Master's & above,m,sourcing,1,44,4.0,5,0,57,0
1824,Sales & Marketing,region_13,Master's & above,m,other,1,38,3.0,10,0,54,1
42904,Sales & Marketing,region_22,Master's & above,m,sourcing,2,46,1.0,6,0,52,0
60627,Sales & Marketing,region_2,Bachelor's,m,other,1,35,5.0,10,0,51,1
13802,Operations,region_13,Bachelor's,m,other,1,33,5.0,4,0,58,0
73158,Sales & Marketing,region_4,Bachelor's,m,other,1,34,5.0,3,0,51,0
43138,HR,region_13,Bachelor's,m,other,1,25,3.0,2,0,48,0
42379,Sales & Marketing,region_14,Bachelor's,m,other,1,39,3.0,10,0,58,1
23806,Technology,region_5,Master's & above,m,other,1,36,5.0,9,0,76,0
51094,Operations,region_19,Bachelor's,m,other,1,35,4.0,10,0,62,0
13411,Sales & Marketing,region_22,Bachelor's,m,other,2,29,2.0,2,0,50,0
44474,Technology,region_25,Master's & above,f,sourcing,1,33,2.0,5,0,77,0
45321,HR,region_2,Bachelor's,f,sourcing,1,55,3.0,23,0,50,0
57868,Sales & Marketing,region_2,Bachelor's,m,other,1,42,5.0,12,0,49,0
15525,Operations,region_32,Bachelor's,m,other,1,37,1.0,4,0,59,0
30010,Analytics,region_22,Bachelor's,m,other,2,30,4.0,3,0,86,0
35515,Operations,region_22,Master's & above,m,referred,1,36,5.0,2,0,62,0
41799,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,3.0,10,0,53,0
74712,Operations,region_7,Master's & above,m,other,1,37,5.0,9,0,70,1
74141,R&D,region_26,Bachelor's,m,sourcing,1,30,3.0,3,0,83,0
48172,HR,region_2,Bachelor's,f,sourcing,1,54,3.0,15,0,51,0
2015,Procurement,region_21,Master's & above,m,other,1,32,5.0,3,0,68,0
770,Analytics,region_26,Master's & above,m,sourcing,1,40,4.0,7,0,84,0
66620,Sales & Marketing,region_20,Bachelor's,f,other,1,32,1.0,6,0,50,0
14463,Legal,region_2,Bachelor's,m,other,1,32,3.0,5,0,59,0
32631,Procurement,region_16,Bachelor's,f,sourcing,2,25,3.0,1,0,73,0
11698,Procurement,region_13,Bachelor's,f,sourcing,1,28,3.0,5,0,72,0
55498,R&D,region_8,Bachelor's,m,other,1,27,3.0,4,0,87,0
46998,Sales & Marketing,region_15,Bachelor's,m,other,1,46,3.0,18,0,53,0
57548,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,4.0,10,0,47,0
9191,Operations,region_2,Bachelor's,f,sourcing,3,24,5.0,2,0,58,0
26548,Sales & Marketing,region_22,Bachelor's,m,other,1,52,3.0,14,0,45,0
71261,Procurement,region_26,Bachelor's,m,sourcing,1,42,2.0,3,0,67,0
78110,Sales & Marketing,region_24,Master's & above,m,sourcing,1,32,3.0,5,0,51,0
77973,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,51,3.0,23,0,53,0
46007,Sales & Marketing,region_2,Bachelor's,m,other,2,36,2.0,4,0,53,0
73036,Operations,region_2,Master's & above,f,sourcing,1,41,2.0,9,0,62,0
68812,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,30,1.0,2,0,44,0
24663,Operations,region_4,Bachelor's,m,sourcing,1,56,1.0,13,0,59,0
17534,Finance,region_7,Bachelor's,m,other,1,26,4.0,2,0,54,0
71353,Sales & Marketing,region_7,Master's & above,f,sourcing,1,45,4.0,12,0,49,0
18813,Sales & Marketing,region_5,Bachelor's,m,other,1,34,1.0,8,0,46,0
5471,Sales & Marketing,region_26,Master's & above,m,other,1,38,5.0,7,0,56,0
8733,R&D,region_7,Bachelor's,m,sourcing,1,30,4.0,2,0,87,0
36032,Sales & Marketing,region_4,Master's & above,m,other,1,35,4.0,7,1,50,1
13712,Sales & Marketing,region_13,Master's & above,m,other,1,35,3.0,4,0,63,1
7733,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,30,1.0,2,0,53,0
12914,Operations,region_2,Bachelor's,f,other,1,40,3.0,11,0,91,1
1404,Sales & Marketing,region_15,Master's & above,m,other,1,30,2.0,5,0,46,0
68554,Sales & Marketing,region_19,Bachelor's,f,other,1,30,3.0,5,0,51,0
11427,Technology,region_7,Master's & above,m,sourcing,1,53,3.0,17,0,79,0
72479,Operations,region_33,Bachelor's,m,other,1,33,3.0,5,1,60,0
32860,Sales & Marketing,region_28,Bachelor's,m,other,2,29,3.0,3,0,52,0
43386,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,1.0,5,0,49,0
45561,Procurement,region_2,Master's & above,m,other,1,36,3.0,4,0,66,0
31844,Finance,region_2,Bachelor's,m,other,1,33,3.0,4,0,58,0
69931,Technology,region_12,Bachelor's,f,other,1,32,2.0,6,0,80,0
72564,Sales & Marketing,region_16,Master's & above,m,sourcing,1,31,5.0,4,0,50,0
24217,Operations,region_13,Bachelor's,m,sourcing,1,58,3.0,3,0,55,0
76912,Technology,region_2,Master's & above,m,sourcing,1,60,3.0,4,0,82,0
10780,Sales & Marketing,region_23,Bachelor's,m,other,1,39,5.0,7,0,54,0
5407,Technology,region_7,Bachelor's,m,sourcing,1,34,5.0,10,0,82,1
30014,Operations,region_15,Bachelor's,m,sourcing,1,43,3.0,3,0,57,0
73587,Operations,region_12,Bachelor's,f,other,1,34,3.0,7,0,57,0
22058,Sales & Marketing,region_22,Bachelor's,m,sourcing,5,30,1.0,3,0,45,0
32392,Sales & Marketing,region_31,Master's & above,f,other,1,33,3.0,3,0,51,0
75462,Operations,region_27,Bachelor's,m,other,1,34,4.0,8,0,58,0
66819,R&D,region_23,Bachelor's,m,other,1,31,2.0,6,0,82,0
35040,Operations,region_22,Bachelor's,f,other,1,34,5.0,5,0,61,1
73120,Operations,region_22,Bachelor's,m,other,1,48,4.0,16,0,58,0
37447,Sales & Marketing,region_23,Bachelor's,f,other,1,31,4.0,4,0,50,0
42102,Procurement,region_21,Bachelor's,m,other,1,37,1.0,3,0,68,0
71758,Analytics,region_16,Bachelor's,m,other,1,40,5.0,4,0,82,0
54794,Finance,region_22,Bachelor's,m,other,4,32,3.0,7,0,60,0
6633,Sales & Marketing,region_14,Bachelor's,m,other,1,34,1.0,7,0,51,0
61267,Analytics,region_27,Bachelor's,m,other,1,36,3.0,3,0,84,0
73653,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,39,5.0,3,0,46,0
47092,Finance,region_32,Bachelor's,m,sourcing,2,35,5.0,3,0,57,0
7391,Procurement,region_14,Bachelor's,m,sourcing,1,33,3.0,7,0,68,0
63842,Legal,region_2,Master's & above,m,sourcing,1,40,3.0,9,0,63,0
51962,Analytics,region_7,Bachelor's,f,other,1,28,5.0,2,0,81,0
65180,Operations,region_4,Bachelor's,f,other,1,27,5.0,5,0,60,0
74583,Procurement,region_17,Master's & above,m,sourcing,2,50,3.0,18,0,68,0
62519,Technology,region_13,Master's & above,f,other,1,37,1.0,9,0,84,0
76268,Sales & Marketing,region_1,Master's & above,m,other,1,31,2.0,10,0,50,0
28708,Operations,region_24,Master's & above,m,other,1,33,3.0,8,0,55,0
605,Technology,region_31,Bachelor's,f,other,1,29,2.0,2,0,79,0
11632,Procurement,region_2,Bachelor's,f,sourcing,1,52,5.0,6,0,67,1
72973,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,38,1.0,7,0,47,0
69134,Sales & Marketing,region_29,Bachelor's,f,other,1,33,3.0,4,0,55,0
42155,Technology,region_2,Bachelor's,m,sourcing,2,40,1.0,3,0,83,0
11675,Procurement,region_22,Bachelor's,m,other,1,31,4.0,4,0,75,0
61599,Sales & Marketing,region_32,Bachelor's,f,sourcing,1,29,4.0,2,0,49,0
19692,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,31,5.0,6,0,49,1
44103,Procurement,region_13,Master's & above,f,other,1,32,5.0,3,0,74,0
4693,HR,region_8,Master's & above,f,other,1,36,5.0,5,0,51,0
35381,Technology,region_6,Bachelor's,f,other,2,33,3.0,5,1,79,0
8387,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,26,1.0,4,0,46,0
73185,Analytics,region_2,Bachelor's,m,other,1,37,5.0,9,0,82,0
11960,Procurement,region_33,Bachelor's,f,other,1,31,4.0,6,0,67,0
57198,Procurement,region_13,Bachelor's,f,other,1,28,5.0,2,0,72,0
32298,Operations,region_2,Master's & above,m,other,1,49,5.0,14,0,58,0
36810,Finance,region_2,Bachelor's,m,other,2,30,3.0,6,0,61,0
58924,Operations,region_22,Bachelor's,m,other,1,35,3.0,8,0,69,1
52430,Technology,region_13,Bachelor's,m,other,1,34,3.0,5,0,81,0
64640,Operations,region_2,Master's & above,m,other,2,47,4.0,3,0,56,0
61329,Analytics,region_7,Bachelor's,m,other,1,32,3.0,7,0,83,0
62786,R&D,region_25,Master's & above,m,other,1,38,4.0,9,0,84,0
15772,Sales & Marketing,region_25,Bachelor's,m,other,1,42,4.0,6,0,50,0
27016,Operations,region_22,Bachelor's,m,sourcing,1,42,4.0,8,0,63,0
54488,Technology,region_2,Bachelor's,f,sourcing,3,34,5.0,7,0,86,0
31379,Procurement,region_8,Master's & above,f,other,1,32,2.0,9,0,88,1
56924,Technology,region_2,Bachelor's,f,other,1,42,4.0,7,0,79,0
7658,Operations,region_22,Bachelor's,m,other,1,44,3.0,7,0,53,0
21254,Procurement,region_13,Bachelor's,m,other,1,39,5.0,9,0,68,0
28702,Analytics,region_30,Bachelor's,m,sourcing,1,29,5.0,7,0,80,0
70769,Operations,region_2,Bachelor's,m,sourcing,1,54,1.0,23,0,60,0
48076,Technology,region_17,Bachelor's,m,other,1,30,3.0,4,0,83,0
27660,Procurement,region_4,Master's & above,m,other,1,51,5.0,17,0,71,0
48530,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,27,2.0,4,0,55,0
46876,Operations,region_22,Master's & above,m,referred,1,40,5.0,3,0,59,0
62249,R&D,region_13,Master's & above,m,other,1,34,5.0,6,0,80,0
72930,Analytics,region_31,Bachelor's,m,sourcing,3,41,5.0,9,0,87,0
26705,Finance,region_19,Bachelor's,m,other,1,31,3.0,5,0,64,0
59785,Analytics,region_29,Master's & above,m,other,2,34,3.0,7,0,84,0
38367,Operations,region_10,Master's & above,m,sourcing,2,39,4.0,11,0,71,1
73489,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,37,5.0,9,0,47,0
74585,Analytics,region_4,Bachelor's,m,other,1,37,3.0,4,0,83,0
39344,Technology,region_26,Bachelor's,m,sourcing,1,30,4.0,5,0,82,0
69622,Operations,region_23,Bachelor's,f,sourcing,1,34,1.0,7,0,57,0
39608,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,42,3.0,7,0,47,0
40600,HR,region_2,Bachelor's,m,other,1,34,3.0,5,0,49,0
26310,Sales & Marketing,region_1,Master's & above,m,sourcing,2,33,3.0,8,0,55,0
66458,Technology,region_23,Bachelor's,m,sourcing,1,33,4.0,2,0,80,0
65347,Analytics,region_32,Bachelor's,m,other,1,30,4.0,4,0,84,0
33512,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,43,5.0,14,0,47,0
23026,Technology,region_2,Below Secondary,f,other,1,23,4.0,2,0,76,0
60712,Sales & Marketing,region_24,Bachelor's,m,other,1,29,1.0,5,0,43,0
54841,Finance,region_31,Bachelor's,m,other,1,27,4.0,3,0,56,0
